ip_address,hostname,fqdn,region,status,vendor,model,present_in_ipam,present_in_inventory
10.20.97.91,CLTNCRT91,CLTNCRT91.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.30.85.222,LAXCAAG29,LAXCAAG29.west.lightspeed.net,west,retired,Nokia,7750 SR-1,1,1
10.40.37.170,JAXFLRT08,JAXFLRT08.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.20.239.238,PITPAAG55,PITPAAG55.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.20.64.19,PITPART58,PITPART58.east.lightspeed.net,east,degraded,Cisco,ISR4431,1,1
10.30.235.184,LAXCAED72,LAXCAED72.west.lightspeed.net,west,active,Arista,7280R,1,1
10.10.232.118,DALTXDS72,DALTXDS72.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.30.15.251,SFOCAAG76,SFOCAAG76.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.60.45.84,NYCNYSW85,NYCNYSW85.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,0,1
10.70.121.95,GEGWACO47,GEGWACO47.northwest.lightspeed.net,northwest,active,Cisco,NCS540,1,0
10.30.249.115,SFOCASW50,SFOCASW50.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.70.41.219,BOIIDCO99,BOIIDCO99.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.70.223.168,PORORAG73,PORORAG73.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.40.25.75,MIAFLRT56,MIAFLRT56.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,1,1
10.50.126.85,ELPTXCO44,ELPTXCO44.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2,1,1
10.60.3.41,NYCNYDS17,NYCNYDS17.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.70.87.4,PORORAG68,PORORAG68.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.70.93.18,PORORDS58,PORORDS58.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.60.200.30,PHLPASW96,PHLPASW96.northeast.lightspeed.net,northeast,retired,Juniper,MX204,1,1
10.60.247.178,NYCNYSW78,NYCNYSW78.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,0,0
10.30.172.182,LAXCAED69,LAXCAED69.west.lightspeed.net,west,degraded,RAD,ETX-2,1,1
10.60.222.50,BOSMACO11,BOSMACO11.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.60.39.3,NYCNYCO03,NYCNYCO03.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,1,1
10.30.136.119,LAXCAED12,LAXCAED12.west.lightspeed.net,west,active,Arista,7280R,1,1
10.40.184.165,BNATNED94,BNATNED94.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.70.161.54,GEGWACO79,GEGWACO79.northwest.lightspeed.net,northwest,active,Cisco,NCS540,1,1
10.60.169.3,BOSMAED68,BOSMAED68.northeast.lightspeed.net,northeast,active,Cisco,NCS540,1,1
10.50.202.164,ELPTXSW11,ELPTXSW11.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150,1,1
10.70.137.166,GEGWASW98,GEGWASW98.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.30.255.168,LAXCART09,LAXCART09.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.60.253.181,PHLPASW29,PHLPASW29.northeast.lightspeed.net,northeast,active,Cisco,NCS540,1,0
10.30.206.105,SFOCASW36,SFOCASW36.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.30.240.33,SEAWACO55,SEAWACO55.west.lightspeed.net,west,active,Cisco,NCS540,1,0
10.30.199.61,SEAWACO60,SEAWACO60.west.lightspeed.net,west,active,Arista,7280R,1,1
10.70.49.52,PORORAG04,PORORAG04.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.70.152.185,BOIIDSW19,BOIIDSW19.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.60.31.88,NYCNYAG11,NYCNYAG11.northeast.lightspeed.net,northeast,active,Juniper,MX204,0,1
10.60.119.188,BOSMACO63,BOSMACO63.northeast.lightspeed.net,northeast,degraded,Arista,7280R,1,1
10.60.217.48,BOSMAAG11,BOSMAAG11.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,1,1
10.70.241.191,BOIIDSW27,BOIIDSW27.northwest.lightspeed.net,northwest,down,Arista,7280R,1,1
10.60.105.196,BOSMAED82,BOSMAED82.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.60.177.189,BOSMADS40,BOSMADS40.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.30.205.255,SFOCACO90,SFOCACO90.west.lightspeed.net,west,active,ADVA,FSP150,1,1
10.50.179.227,ABQNMAG16,ABQNMAG16.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2,1,1
10.10.252.245,OKCOKCO47,OKCOKCO47.central.lightspeed.net,central,degraded,Cisco,ISR4431,1,1
10.70.42.99,GEGWAED70,GEGWAED70.northwest.lightspeed.net,northwest,degraded,Arista,7280R,1,1
10.70.239.119,BOIIDSW11,BOIIDSW11.northwest.lightspeed.net,northwest,degraded,Juniper,MX204,1,1
10.10.53.212,AUSTXED89,AUSTXED89.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.10.145.229,AUSTXCO41,AUSTXCO41.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.70.247.243,BOIIDCO92,BOIIDCO92.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.70.250.26,BOIIDCO86,BOIIDCO86.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,0
10.70.81.149,BOIIDAG36,BOIIDAG36.northwest.lightspeed.net,northwest,retired,Arista,7280R,1,1
10.20.220.40,CLTNCRT01,CLTNCRT01.east.lightspeed.net,east,degraded,RAD,ETX-2,1,1
10.70.249.5,PORORAG30,PORORAG30.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000,1,1
10.30.76.231,LAXCART93,LAXCART93.west.lightspeed.net,west,active,Cisco,ISR4431,0,1
10.30.222.6,SFOCAAG04,SFOCAAG04.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.40.107.31,JAXFLAG83,JAXFLAG83.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,1
10.30.75.121,SEAWART65,SEAWART65.west.lightspeed.net,west,degraded,Arista,7280R,1,1
10.60.215.176,PHLPADS56,PHLPADS56.northeast.lightspeed.net,northeast,active,RAD,ETX-2,0,1
10.70.178.6,BOIIDRT47,BOIIDRT47.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.30.54.168,SEAWACO64,SEAWACO64.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.60.128.218,NYCNYDS20,NYCNYDS20.northeast.lightspeed.net,northeast,active,Juniper,MX204,0,1
10.70.181.116,PORORAG45,PORORAG45.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.70.244.91,GEGWAED63,GEGWAED63.northwest.lightspeed.net,northwest,retired,ADVA,FSP3000,1,1
10.70.72.76,GEGWACO32,GEGWACO32.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.10.147.70,OKCOKAG10,OKCOKAG10.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.70.238.65,BOIIDRT56,BOIIDRT56.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.70.62.226,BOIIDCO55,BOIIDCO55.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.10.218.177,DALTXRT79,DALTXRT79.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.30.48.122,LAXCASW28,LAXCASW28.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.60.144.121,PHLPASW33,PHLPASW33.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,0,1
10.60.69.160,NYCNYCO32,NYCNYCO32.northeast.lightspeed.net,northeast,down,Cisco,ISR4431,1,1
10.70.13.237,GEGWACO62,GEGWACO62.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.10.129.125,DALTXDS59,DALTXDS59.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.60.226.170,BOSMASW12,BOSMASW12.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.70.237.157,BOIIDRT74,BOIIDRT74.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.30.173.41,LAXCADS96,LAXCADS96.west.lightspeed.net,west,degraded,Arista,7280R,0,1
10.50.15.253,PHXAZRT64,PHXAZRT64.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.70.126.87,GEGWASW55,GEGWASW55.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.30.52.144,LAXCACO46,LAXCACO46.west.lightspeed.net,west,active,ADVA,FSP150,1,1
10.70.203.156,BOIIDAG69,BOIIDAG69.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.70.151.35,BOIIDDS45,BOIIDDS45.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,1,1
10.70.25.43,PORORED51,PORORED51.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.30.144.218,SFOCAED05,SFOCAED05.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.10.96.154,OKCOKED87,OKCOKED87.central.lightspeed.net,central,down,ADVA,FSP3000,1,1
10.20.80.60,PITPASW65,PITPASW65.east.lightspeed.net,east,down,ADVA,FSP150,0,1
10.30.251.9,SFOCAAG60,SFOCAAG60.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.70.111.55,PORORCO79,PORORCO79.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.30.123.62,SEAWADS85,SEAWADS85.west.lightspeed.net,west,down,ADVA,FSP3000,1,1
10.70.170.62,PORORRT26,PORORRT26.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.70.218.175,BOIIDED21,BOIIDED21.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.30.199.217,SFOCAAG85,SFOCAAG85.west.lightspeed.net,west,active,Cisco,NCS540,1,0
10.10.130.148,AUSTXDS24,AUSTXDS24.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.20.220.179,ATLGADS86,ATLGADS86.east.lightspeed.net,east,active,Cisco,NCS540,1,0
10.60.19.63,BOSMACO80,BOSMACO80.northeast.lightspeed.net,northeast,down,Cisco,NCS540,0,1
10.60.208.91,PHLPAAG19,PHLPAAG19.northeast.lightspeed.net,northeast,retired,Cisco,ISR4431,0,1
10.70.132.172,BOIIDDS15,BOIIDDS15.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.60.241.223,PHLPAAG91,PHLPAAG91.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1,1,1
10.20.155.127,CLTNCSW30,CLTNCSW30.east.lightspeed.net,east,down,ADVA,FSP3000,1,1
10.30.145.253,LAXCACO97,LAXCACO97.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.60.27.188,BOSMAAG50,BOSMAAG50.northeast.lightspeed.net,northeast,down,Juniper,QFX5120,1,1
10.70.2.63,BOIIDSW02,BOIIDSW02.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.70.255.8,BOIIDED81,BOIIDED81.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.10.31.7,AUSTXAG38,AUSTXAG38.central.lightspeed.net,central,down,Juniper,MX204,1,1
10.70.117.93,BOIIDAG88,BOIIDAG88.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.20.51.80,CLTNCCO36,CLTNCCO36.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.70.169.52,BOIIDRT45,BOIIDRT45.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.30.70.99,SFOCAAG59,SFOCAAG59.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.70.139.158,BOIIDED10,BOIIDED10.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,1,1
10.30.225.162,SEAWART84,SEAWART84.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.30.95.133,SEAWAED01,SEAWAED01.west.lightspeed.net,west,degraded,Arista,7280R,1,1
10.60.30.213,BOSMAED14,BOSMAED14.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.30.13.201,SFOCASW05,SFOCASW05.west.lightspeed.net,west,degraded,Nokia,7750 SR-1,1,1
10.60.90.103,NYCNYAG40,NYCNYAG40.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.30.26.158,SEAWACO92,SEAWACO92.west.lightspeed.net,west,active,Juniper,QFX5120,1,1
10.50.125.209,ABQNMRT73,ABQNMRT73.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.70.133.120,PORORSW25,PORORSW25.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,1,0
10.10.117.127,DALTXRT42,DALTXRT42.central.lightspeed.net,central,down,Arista,7280R,1,1
10.60.237.199,PHLPAED09,PHLPAED09.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,0,1
10.60.237.58,PHLPAED47,PHLPAED47.northeast.lightspeed.net,northeast,active,Juniper,MX204,0,1
10.60.186.90,BOSMADS49,BOSMADS49.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.70.221.188,BOIIDDS71,BOIIDDS71.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.20.201.58,CLTNCRT44,CLTNCRT44.east.lightspeed.net,east,active,Arista,7280R,1,1
10.60.213.81,NYCNYCO41,NYCNYCO41.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.20.191.206,ATLGASW63,ATLGASW63.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.30.48.95,SEAWADS84,SEAWADS84.west.lightspeed.net,west,active,Arista,7280R,1,1
10.60.109.86,PHLPART54,PHLPART54.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1,0,1
10.60.162.196,PHLPAAG53,PHLPAAG53.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,1,1
10.70.117.86,BOIIDRT20,BOIIDRT20.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.50.252.105,ABQNMED19,ABQNMED19.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,1,1
10.70.172.169,PORORRT07,PORORRT07.northwest.lightspeed.net,northwest,retired,Nokia,7750 SR-1,1,1
10.70.155.22,PORORSW58,PORORSW58.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.10.50.62,OKCOKED68,OKCOKED68.central.lightspeed.net,central,active,Arista,7280R,1,1
10.70.39.7,PORORED28,PORORED28.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,1,1
10.20.17.251,ATLGACO68,ATLGACO68.east.lightspeed.net,east,degraded,ADVA,FSP150,1,1
10.40.209.130,MIAFLED65,MIAFLED65.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.60.226.235,BOSMASW69,BOSMASW69.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,0,0
10.10.102.78,DALTXRT01,DALTXRT01.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.10.85.220,AUSTXRT97,AUSTXRT97.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.60.49.117,PHLPASW25,PHLPASW25.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,0,1
10.20.132.168,PITPAAG86,PITPAAG86.east.lightspeed.net,east,active,Cisco,NCS540,1,0
10.30.201.100,SFOCAED91,SFOCAED91.west.lightspeed.net,west,degraded,Arista,7280R,1,1
10.60.150.136,NYCNYDS11,NYCNYDS11.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,0,0
10.30.118.8,SFOCAED45,SFOCAED45.west.lightspeed.net,west,active,ADVA,FSP150,1,0
10.70.229.162,BOIIDRT31,BOIIDRT31.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.70.160.186,GEGWAAG74,GEGWAAG74.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.30.214.175,SFOCASW14,SFOCASW14.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.60.188.106,NYCNYED25,NYCNYED25.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,0,1
10.50.136.227,PHXAZCO65,PHXAZCO65.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.70.213.45,BOIIDRT49,BOIIDRT49.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,1,1
10.30.233.224,LAXCASW96,LAXCASW96.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.70.95.192,GEGWADS98,GEGWADS98.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000,1,1
10.10.17.36,OKCOKSW25,OKCOKSW25.central.lightspeed.net,central,active,Cisco,NCS540,1,0
10.70.22.128,BOIIDDS31,BOIIDDS31.northwest.lightspeed.net,northwest,degraded,Juniper,MX204,1,1
10.70.46.30,PORORSW51,PORORSW51.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.50.211.26,PHXAZCO67,PHXAZCO67.southwest.lightspeed.net,southwest,degraded,Arista,7280R,1,1
10.20.95.157,CLTNCCO56,CLTNCCO56.east.lightspeed.net,east,active,Arista,7280R,1,1
10.30.45.190,SEAWAAG83,SEAWAAG83.west.lightspeed.net,west,degraded,Arista,7280R,1,1
10.60.174.187,NYCNYAG54,NYCNYAG54.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.60.81.156,NYCNYSW76,NYCNYSW76.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,1,1
10.60.75.177,BOSMASW84,BOSMASW84.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,1,1
10.60.46.172,NYCNYSW33,NYCNYSW33.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.20.80.7,PITPAAG35,PITPAAG35.east.lightspeed.net,east,active,Cisco,ISR4431,1,1
10.60.211.213,PHLPAAG57,PHLPAAG57.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.20.145.76,PITPAAG95,PITPAAG95.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.60.148.86,NYCNYRT76,NYCNYRT76.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.40.190.3,BNATNCO40,BNATNCO40.southeast.lightspeed.net,southeast,active,RAD,ETX-2,1,1
10.70.58.217,GEGWAAG76,GEGWAAG76.northwest.lightspeed.net,northwest,down,Arista,7280R,1,1
10.70.44.249,PORORDS70,PORORDS70.northwest.lightspeed.net,northwest,active,Cisco,NCS540,1,0
10.60.114.127,BOSMADS74,BOSMADS74.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.70.119.98,BOIIDRT02,BOIIDRT02.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.30.88.104,LAXCAED15,LAXCAED15.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.30.176.60,LAXCADS71,LAXCADS71.west.lightspeed.net,west,degraded,RAD,ETX-2,1,1
10.30.171.186,LAXCART83,LAXCART83.west.lightspeed.net,west,retired,Cisco,NCS540,1,0
10.70.4.95,BOIIDDS94,BOIIDDS94.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,1,1
10.10.181.63,OKCOKED74,OKCOKED74.central.lightspeed.net,central,degraded,Nokia,7750 SR-1,1,1
10.70.75.212,BOIIDED33,BOIIDED33.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.60.216.204,PHLPASW53,PHLPASW53.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.70.219.47,BOIIDED01,BOIIDED01.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.60.104.237,NYCNYED21,NYCNYED21.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.60.15.151,NYCNYED43,NYCNYED43.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,1,1
10.30.188.56,SFOCAAG86,SFOCAAG86.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.20.182.131,PITPAAG85,PITPAAG85.east.lightspeed.net,east,degraded,Arista,7280R,1,1
10.60.154.163,PHLPACO07,PHLPACO07.northeast.lightspeed.net,northeast,active,ADVA,FSP150,1,1
10.30.33.203,LAXCACO31,LAXCACO31.west.lightspeed.net,west,active,ADVA,FSP3000,1,0
10.10.154.71,OKCOKCO69,OKCOKCO69.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.50.175.95,PHXAZED89,PHXAZED89.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.70.21.235,PORORCO42,PORORCO42.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,1,1
10.60.82.83,PHLPAED01,PHLPAED01.northeast.lightspeed.net,northeast,active,ADVA,FSP150,1,1
10.70.19.142,GEGWAAG40,GEGWAAG40.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.30.86.158,LAXCAAG46,LAXCAAG46.west.lightspeed.net,west,active,Arista,7280R,1,1
10.10.202.131,AUSTXRT30,AUSTXRT30.central.lightspeed.net,central,degraded,Cisco,ISR4431,1,1
10.60.35.186,PHLPASW06,PHLPASW06.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.20.102.10,CLTNCED35,CLTNCED35.east.lightspeed.net,east,active,Cisco,ISR4431,1,1
10.10.26.189,OKCOKSW90,OKCOKSW90.central.lightspeed.net,central,active,ADVA,FSP150,1,0
10.60.175.223,BOSMART16,BOSMART16.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.20.39.126,CLTNCDS77,CLTNCDS77.east.lightspeed.net,east,degraded,Juniper,MX204,1,1
10.70.226.136,GEGWART76,GEGWART76.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.70.191.105,GEGWASW44,GEGWASW44.northwest.lightspeed.net,northwest,degraded,Juniper,MX204,1,1
10.30.222.24,SFOCART98,SFOCART98.west.lightspeed.net,west,active,Nokia,7750 SR-1,0,1
10.70.197.94,PORORDS20,PORORDS20.northwest.lightspeed.net,northwest,active,RAD,ETX-2,0,1
10.10.86.126,AUSTXDS17,AUSTXDS17.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.30.235.119,LAXCAED65,LAXCAED65.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.40.138.58,MIAFLCO41,MIAFLCO41.southeast.lightspeed.net,southeast,active,ADVA,FSP150,1,0
10.10.115.243,DALTXED36,DALTXED36.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.60.251.212,PHLPART34,PHLPART34.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,1,1
10.30.100.64,SFOCAED63,SFOCAED63.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.40.49.161,JAXFLCO23,JAXFLCO23.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,0,1
10.70.38.96,BOIIDRT55,BOIIDRT55.northwest.lightspeed.net,northwest,down,Cisco,NCS540,1,1
10.70.231.20,GEGWART58,GEGWART58.northwest.lightspeed.net,northwest,degraded,Cisco,NCS540,1,0
10.30.88.21,SEAWACO36,SEAWACO36.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.10.47.222,AUSTXCO63,AUSTXCO63.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.30.6.241,LAXCACO37,LAXCACO37.west.lightspeed.net,west,active,ADVA,FSP150,1,1
10.20.185.49,PITPADS95,PITPADS95.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.70.213.33,PORORRT96,PORORRT96.northwest.lightspeed.net,northwest,degraded,Cisco,NCS540,1,0
10.70.246.184,GEGWAAG25,GEGWAAG25.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.70.11.157,BOIIDAG72,BOIIDAG72.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.70.145.36,PORORRT38,PORORRT38.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.60.72.196,NYCNYSW64,NYCNYSW64.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,0,1
10.50.60.96,ELPTXRT24,ELPTXRT24.southwest.lightspeed.net,southwest,degraded,Cisco,ISR4431,1,1
10.10.42.95,OKCOKCO17,OKCOKCO17.central.lightspeed.net,central,active,Arista,7280R,1,1
10.10.76.79,AUSTXDS14,AUSTXDS14.central.lightspeed.net,central,active,Arista,7280R,1,1
10.50.116.95,ELPTXED50,ELPTXED50.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.70.214.129,PORORCO98,PORORCO98.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.10.45.64,AUSTXSW38,AUSTXSW38.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.70.81.174,PORORAG78,PORORAG78.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,1,1
10.50.89.107,ELPTXRT63,ELPTXRT63.southwest.lightspeed.net,southwest,active,Cisco,NCS540,1,0
10.70.28.92,GEGWASW63,GEGWASW63.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.60.203.206,BOSMAED26,BOSMAED26.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.40.184.98,MIAFLRT26,MIAFLRT26.southeast.lightspeed.net,southeast,active,ADVA,FSP150,1,0
10.10.49.147,DALTXAG43,DALTXAG43.central.lightspeed.net,central,active,Arista,7280R,1,1
10.60.148.63,BOSMADS24,BOSMADS24.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000,0,1
10.70.28.249,GEGWAED04,GEGWAED04.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.30.148.1,SEAWACO87,SEAWACO87.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.20.83.64,PITPAED66,PITPAED66.east.lightspeed.net,east,active,ADVA,FSP3000,1,1
10.30.85.93,LAXCASW06,LAXCASW06.west.lightspeed.net,west,degraded,Nokia,7750 SR-1,1,1
10.30.239.50,SEAWAED53,SEAWAED53.west.lightspeed.net,west,active,Arista,7280R,0,1
10.70.246.126,BOIIDSW70,BOIIDSW70.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.30.88.59,SFOCASW60,SFOCASW60.west.lightspeed.net,west,down,Arista,7280R,1,1
10.60.34.51,NYCNYRT49,NYCNYRT49.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,1,1
10.70.211.58,GEGWADS68,GEGWADS68.northwest.lightspeed.net,northwest,active,Cisco,NCS540,1,0
10.60.244.162,BOSMASW71,BOSMASW71.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.70.73.86,GEGWAAG96,GEGWAAG96.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000,1,0
10.60.186.137,BOSMASW54,BOSMASW54.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,0,1
10.30.234.11,SFOCAAG80,SFOCAAG80.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.60.156.192,PHLPASW48,PHLPASW48.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,1,1
10.30.201.70,SEAWART42,SEAWART42.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.60.116.103,NYCNYAG19,NYCNYAG19.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1,1,1
10.60.115.227,PHLPACO82,PHLPACO82.northeast.lightspeed.net,northeast,down,Cisco,ISR4431,1,1
10.50.248.246,ABQNMED20,ABQNMED20.southwest.lightspeed.net,southwest,active,Juniper,MX204,1,1
